Filing_Jurisdiction,Filing_Year,Spender:id,Spender,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:id,Spender_Industry,Spender_Sector:id,Spender_Sector,Target:id,Target,Type_of_Target,Original_Target:id,Original_Target,Amount,Position:id,Position,Target_Payee:id,Target_Payee,MasterTransactionID,Candidate:id,Candidate,Election_Status,Type_of_Office:id,Type_of_Office,Status_of_Candidate:id,Status_of_Candidate,Incumbency_Status:id,Incumbency_Status
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3109098,"KING, JESSICA J",Candidate,7184795,"KING, JESSICA J",8640,3,Support,27326999,VISUALITY,54073707,3109098,"KING, JESSICA J",Won-General,S,State Senate,1,Won,C,Challenger
CA,2018,958,FARMERS INSURANCE GROUP,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",658912,"ENG, MIKE",Candidate,376284,"ENG, MIKE",8635.97,4,Oppose,27317382,NO PAYEE IDENTIFIED,170291708,658912,"ENG, MIKE",Lost-General,S,State Senate,2,Lost,O,Open
CA,2018,958,FARMERS INSURANCE GROUP,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",658912,"ENG, MIKE",Candidate,376284,"ENG, MIKE",8635.97,4,Oppose,27317382,NO PAYEE IDENTIFIED,170291709,658912,"ENG, MIKE",Lost-General,S,State Senate,2,Lost,O,Open
KY,2015,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,12591699,"WESTERFIELD, WHITNEY H",Candidate,17022768,"WESTERFIELD, WHITNEY",8618.63,4,Oppose,26742260,STONES' PHONES,119933608,12591699,"WESTERFIELD, WHITNEY H",Lost-General,O,Other Statewide,2,Lost,O,Open
KY,2015,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,13777585,"BEVIN, MATTHEW G (MATT)",Candidate,15895755,"BEVIN, MATT",8618.62,4,Oppose,26742260,STONES' PHONES,119933606,13777585,"BEVIN, MATTHEW G (MATT) & HAMPTON, JENEAN M",Won-General,G,Gubernatorial,1,Won,O,Open
MO,2016,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,15563004,"BECK, DOUG",Candidate,80820,"BECK, DOUG",8611.01,3,Support,27317382,NO PAYEE IDENTIFIED,145236110,15563004,"BECK, DOUG",Won-General,H,State House/Assembly,1,Won,O,Open
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,6493721,"LOOMIS, LIZ",Candidate,1045595,"LOOMIS, ELIZABETH",8594.7,4,Oppose,7957556,DRESNER WICKERS & ASSOCIATES,53977416,6493721,"LOOMIS, LIZ",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,6445751,"GREGOIRE, CHRISTINE O",Candidate,2756653,"GREGOIRE, CHRISTINE",8567.62,3,Support,2919070,CAPITOL CITY PRESS,53977459,6445751,"GREGOIRE, CHRISTINE O",Won-General,G,Gubernatorial,1,Won,I,Incumbent
CA,2006,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",795655,"HAYASHI, MARY",Candidate,651728,"HAYASHI, MARY",8528.5,3,Support,27317382,NO PAYEE IDENTIFIED,53949681,795655,"HAYASHI, MARY",Won-General,H,State House/Assembly,1,Won,O,Open
AZ,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,16203696,"WEICHERT, STEVEN R",Candidate,23521442,WEICHERT FOR AZ SENATE,8520,3,Support,29311072,COMMUNITY OUTREACH GROUP,173695133,16203696,"WEICHERT, STEVEN R",Lost-General,S,State Senate,2,Lost,O,Open
MN,2018,10243224,HOUSING FIRST MINNESOTA,32,Residential construction,12,Home Builders,2,Construction,9144954,"FENTON, KELLY A",Candidate,19265291,FENTON (KELLY) FOR HOUSE,8500,3,Support,47694677,LARRY JOHN WRIGHT ADVERTISING INC,173721081,9144954,"FENTON, KELLY A",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
MN,2018,10243224,HOUSING FIRST MINNESOTA,32,Residential construction,12,Home Builders,2,Construction,6668020,"ANDERSON, SARAH",Candidate,19265238,ANDERSON (SARAH) VOLUNTEER COMMITTEE,8500,3,Support,47694677,LARRY JOHN WRIGHT ADVERTISING INC,173721119,6668020,"ANDERSON, SARAH",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
MN,2018,10243224,HOUSING FIRST MINNESOTA,32,Residential construction,12,Home Builders,2,Construction,13002951,"LOON, JENIFER",Candidate,19265244,LOON (JENIFER) VOLUNTEER COMMITTEE,8500,3,Support,47694677,LARRY JOHN WRIGHT ADVERTISING INC,173721539,13002951,"LOON, JENIFER",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6583213,"MILLER, SIDNEY C (SID)",Candidate,17011286,"MILLER, REP SID",8500,5,Unknown,11508289,TODD SMITH & ASSOCIATES,54022444,6583213,"MILLER, SIDNEY C (SID)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
ME,2014,1823,NATIONAL ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6683709,"MASON, GARRETT PAUL",Candidate,6075226,"MASON, GARRETT",8493.34,3,Support,29311146,ASSOCIATED CAMPAIGN CONSULTING & ELECTION SERVICES,86112531,6683709,"MASON, GARRETT PAUL",Won-General,S,State Senate,1,Won,I,Incumbent
CO,2014,3448,COPIC INSURANCE,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",23440950,"TATE, JOHN A (JACK)",Candidate,3851875,"TATE, JOHN A",8484.93,3,Support,36486109,BARLOW ADVERTISING & DESIGN,108958499,23440950,"TATE, JOHN A (JACK)",Won-General,H,State House/Assembly,1,Won,O,Open
CO,2010,6334,COLORADO ASSOCIATION OF HOME BUILDERS,32,Residential construction,12,Home Builders,2,Construction,6086557,"SZABO, LIBBY",Candidate,807050,"SZABO, LIBBY",8474.85,3,Support,27324640,ADVANATAGE MARKETING,53991606,6086557,"SZABO, LIBBY",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",147046,"BERMAN, MARC",Candidate,3988403,"BERMAN, MARC",8455.4,3,Support,27317382,NO PAYEE IDENTIFIED,148662034,147046,"BERMAN, MARC",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",18694309,"DODD, BILL",Candidate,5559537,"DODD, BILL",8450,3,Support,27317382,NO PAYEE IDENTIFIED,144534706,18694309,"DODD, BILL",Won-General,S,State Senate,1,Won,O,Open
CA,2016,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",18694309,"DODD, BILL",Candidate,5559537,"DODD, BILL",8450,3,Support,27317382,NO PAYEE IDENTIFIED,144534707,18694309,"DODD, BILL",Won-General,S,State Senate,1,Won,O,Open
CO,2014,3448,COPIC INSURANCE,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",23440950,"TATE, JOHN A (JACK)",Candidate,3851875,"TATE, JOHN A",8448.44,3,Support,36486109,BARLOW ADVERTISING & DESIGN,108954289,23440950,"TATE, JOHN A (JACK)",Won-General,H,State House/Assembly,1,Won,O,Open
NC,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,28645276,"HUNT, RACHEL H",Candidate,2831971,"HUNT, RACHEL",8435.39,3,Support,37066087,SWITCHBOARD,172919413,28645276,"HUNT, RACHEL H",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",38179528,"ARAMBULA, JOAQUIN",Candidate,22568322,"ARAMBULA, JOAQUIN",8392,3,Support,27317382,NO PAYEE IDENTIFIED,130248469,38179528,"ARAMBULA, JOAQUIN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",38179528,"ARAMBULA, JOAQUIN",Candidate,22568322,"ARAMBULA, JOAQUIN",8392,3,Support,27317382,NO PAYEE IDENTIFIED,130248469,38179528,"ARAMBULA, JOAQUIN",Default Winner-General,H,State House/Assembly,9,Default Winner,O,Open
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",38179528,"ARAMBULA, JOAQUIN",Candidate,22568322,"ARAMBULA, JOAQUIN",8392,3,Support,27317382,NO PAYEE IDENTIFIED,130248470,38179528,"ARAMBULA, JOAQUIN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",38179528,"ARAMBULA, JOAQUIN",Candidate,22568322,"ARAMBULA, JOAQUIN",8392,3,Support,27317382,NO PAYEE IDENTIFIED,130248470,38179528,"ARAMBULA, JOAQUIN",Default Winner-General,H,State House/Assembly,9,Default Winner,O,Open
MO,2014,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,3897815,"JOHNSON, ROBERT THANE (BOB)",Candidate,28812,"JOHNSON, BOB",8378.53,3,Support,27317382,NO PAYEE IDENTIFIED,67826971,3897815,"JOHNSON, ROBERT THANE (BOB)",Lost-Primary,H,State House/Assembly,2,Lost,O,Open
WA,2015,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",3965598,"HICKEL, TERI H",Candidate,5878854,"HICKEL, TERI",8374,3,Support,43567835,AMPLIFIED STRATEGIES,150878766,3965598,"HICKEL, TERI H",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",782382,"BOCANEGRA, RAUL",Candidate,545127,"BOCANEGRA, RAUL",8367,3,Support,27317382,NO PAYEE IDENTIFIED,144533385,782382,"BOCANEGRA, RAUL",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",782382,"BOCANEGRA, RAUL",Candidate,545127,"BOCANEGRA, RAUL",8367,3,Support,27317382,NO PAYEE IDENTIFIED,148661802,782382,"BOCANEGRA, RAUL",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",782382,"BOCANEGRA, RAUL",Candidate,545127,"BOCANEGRA, RAUL",8367,3,Support,27317382,NO PAYEE IDENTIFIED,148662027,782382,"BOCANEGRA, RAUL",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",782382,"BOCANEGRA, RAUL",Candidate,545127,"BOCANEGRA, RAUL",8367,3,Support,27317382,NO PAYEE IDENTIFIED,148662030,782382,"BOCANEGRA, RAUL",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",782382,"BOCANEGRA, RAUL",Candidate,545127,"BOCANEGRA, RAUL",8367,3,Support,27317382,NO PAYEE IDENTIFIED,148662035,782382,"BOCANEGRA, RAUL",Won-General,H,State House/Assembly,1,Won,C,Challenger
WV,2014,9470,WEST VIRGINIA COAL ASSOCIATION,95,Coal mining,34,Mining,5,Energy & Natural Resources,13013930,"TUCKER, GREGORY A",Candidate,4088941,"TUCKER, GREG",8363.74,3,Support,29422962,"THE CHAPMAN PRINTING CO., INC.",66982848,13013930,"TUCKER, GREGORY A",Lost-General,S,State Senate,2,Lost,I,Incumbent
CO,2014,18850,PLANNED PARENTHOOD OF THE ROCKY MOUNTAINS,224,Health care services,67,Health Services,8,Health,6261856,"KERR, ANDY",Candidate,557565,"KERR, ANDREW",8356.2,3,Support,27318319,THE STRATEGY GROUP,108955000,6261856,"KERR, ANDY",Won-General,S,State Senate,1,Won,I,Incumbent
CA,2008,4068,CALIFORNIA MEDICAL ASSOCIATION,211,Physicians,65,Health Professionals,8,Health,13008735,"HAGMAN, CURT C",Candidate,410799,"HAGMAN, CURT",8351.15,3,Support,27317382,NO PAYEE IDENTIFIED,53965360,13008735,"HAGMAN, CURT C",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2012,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",11022764,"GRAY, ADAM",Candidate,575566,"GRAY, ADAM",8342.15,3,Support,27317382,NO PAYEE IDENTIFIED,54093719,11022764,"GRAY, ADAM",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",38562212,"GRAYSON, TIM",Candidate,12753411,"GRAYSON, TIM",8307,3,Support,27317382,NO PAYEE IDENTIFIED,144534497,38562212,"GRAYSON, TIM",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",38562212,"GRAYSON, TIM",Candidate,12753411,"GRAYSON, TIM",8307,3,Support,27317382,NO PAYEE IDENTIFIED,144534498,38562212,"GRAYSON, TIM",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",16038082,"TORLAKSON, MAE CENDANA",Candidate,23120503,"TORLAKSON, MAE",8307,4,Oppose,27317382,NO PAYEE IDENTIFIED,144534760,16038082,"TORLAKSON, MAE CENDANA",Lost-General,H,State House/Assembly,2,Lost,O,Open
CA,2016,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",16038082,"TORLAKSON, MAE CENDANA",Candidate,23120503,"TORLAKSON, MAE",8307,4,Oppose,27317382,NO PAYEE IDENTIFIED,144534761,16038082,"TORLAKSON, MAE CENDANA",Lost-General,H,State House/Assembly,2,Lost,O,Open
WI,2018,4459,WISCONSIN REALTORS ASSOCIATION,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",16612173,"PLUMER, JON",Candidate,13021040,"PLUMER, JON",8304.38,3,Support,47237487,ACCESS MARKETING,170613631,16612173,"PLUMER, JON",Won-General,H,State House/Assembly,1,Won,O,Open
ME,2016,26284550,PLANNED PARENTHOOD OF MAINE,224,Health care services,67,Health Services,8,Health,6501555,"JOHNSON, CHRISTOPHER K",Candidate,14587731,"JOHNSON, CHRISTOPHER K",8295.08,3,Support,4141383,MISSION CONTROL INC,144928830,6501555,"JOHNSON, CHRISTOPHER K",Lost-General,S,State Senate,2,Lost,I,Incumbent
ME,2016,1823,NATIONAL ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6672631,"THIBODEAU, MICHAEL D",Candidate,6817172,"THIBODEAU, MICHAEL D",8267.17,3,Support,27335405,ACCES,144928568,6672631,"THIBODEAU, MICHAEL D",Won-General,S,State Senate,1,Won,I,Incumbent
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",26267238,"KASSAKHIAN, ARDY",Candidate,17746074,"KASSAKHIAN, ARDY",8250,3,Support,27317382,NO PAYEE IDENTIFIED,130251771,26267238,"KASSAKHIAN, ARDY",Lost-General,H,State House/Assembly,2,Lost,O,Open
MN,2016,10243224,HOUSING FIRST MINNESOTA,32,Residential construction,12,Home Builders,2,Construction,2745155,"DAUDT, KURT",Candidate,25161452,DAUDT (KURT) VOLUNTEER COMMITTEE,8250,3,Support,43515531,LARRY JOHN WRIGHT ADVERTISING,149004067,2745155,"DAUDT, KURT",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WI,2012,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,4656950,"WALKER, SCOTT K",Candidate,551648,"WALKER, SCOTT",8248.93,4,Oppose,679261,UNITED STATES POSTAL SERVICE,54103871,4656950,"WALKER, SCOTT K",Won-General,G,Gubernatorial,1,Won,I,Incumbent
WI,2012,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3353118,"BARRETT, TOM",Candidate,1402152,"BARRETT, TOM",8248.93,3,Support,679261,UNITED STATES POSTAL SERVICE,54103878,3353118,"BARRETT, TOM",Lost-General,G,Gubernatorial,2,Lost,C,Challenger
WI,2012,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,11029289,"MITCHELL, MAHLON",Candidate,6165519,"MITCHELL, MAHLON",8248.93,3,Support,679261,UNITED STATES POSTAL SERVICE,54103884,11029289,"MITCHELL, MAHLON",Lost-General,G,Gubernatorial,2,Lost,C,Challenger
MO,2014,4447,MISSOURI ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",3804644,"WALKER, NATHAN BELT (NATE)",Candidate,1228169,"WALKER, NATHAN",8248,3,Support,27317382,NO PAYEE IDENTIFIED,67826857,3804644,"WALKER, NATHAN BELT (NATE)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2008,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",6485739,"TORRES, NORMA J",Candidate,784632,"TORRES, NORMA",8245,3,Support,27317382,NO PAYEE IDENTIFIED,53964348,6485739,"TORRES, NORMA J",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2006,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",41481,"RUNNER, SHARON",Candidate,480795,"RUNNER, SHARON",8222.87,3,Support,27317382,NO PAYEE IDENTIFIED,53949653,41481,"RUNNER, SHARON",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,13007730,"ABEL, KIM",Candidate,6644491,"ABEL, KIM",8177.97,4,Oppose,7957556,DRESNER WICKERS & ASSOCIATES,53977416,13007730,"ABEL, KIM",Lost-General,H,State House/Assembly,2,Lost,O,Open
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,13013782,"MARR, CHRISTOPHER J",Candidate,17013408,"MARR, CHRISTPHER",8163.76,4,Oppose,27318359,DRESNER WICKERS & ASSOCIATES,53963772,13013782,"MARR, CHRISTOPHER J",Won-General,S,State Senate,1,Won,C,Challenger
CA,2010,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",13011175,"CANNELLA, ANTHONY",Candidate,373406,"CANNELLA, ANTHONY",8150,3,Support,27317382,NO PAYEE IDENTIFIED,53972117,13011175,"CANNELLA, ANTHONY",Won-General,S,State Senate,1,Won,O,Open
CA,2016,3106,CALIFORNIA APARTMENT ASSOCIATION,136,Building operators & managers,51,Real Estate,6,"Finance, Insurance & Real Estate",26267238,"KASSAKHIAN, ARDY",Candidate,17746074,"KASSAKHIAN, ARDY",8150,3,Support,27317382,NO PAYEE IDENTIFIED,130249287,26267238,"KASSAKHIAN, ARDY",Lost-General,H,State House/Assembly,2,Lost,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",26267238,"KASSAKHIAN, ARDY",Candidate,17746074,"KASSAKHIAN, ARDY",8150,3,Support,27317382,NO PAYEE IDENTIFIED,130252001,26267238,"KASSAKHIAN, ARDY",Lost-General,H,State House/Assembly,2,Lost,O,Open
MO,2016,18837,PLANNED PARENTHOOD OF KANSAS & MID-MISSOURI,224,Health care services,67,Health Services,8,Health,17614392,"MCCLINTIC, SUSAN",Candidate,13488888,"MCCLINTIC, SUSAN",8149.86,3,Support,27317382,NO PAYEE IDENTIFIED,145236104,17614392,"MCCLINTIC, SUSAN",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
CA,2016,3282,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS,212,Psychiatrists & psychologists,65,Health Professionals,8,Health,17794889,"NEWMAN, JOSH",Candidate,13388851,"NEWMAN, JOSH",8134.67,3,Support,27317382,NO PAYEE IDENTIFIED,148659839,17794889,"NEWMAN, JOSH",Won-General,S,State Senate,1,Won,O,Open
CA,2016,686,COOPERATIVE OF AMERICAN PHYSICIANS,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",255857,"SALAS, RUDY",Candidate,7944057,"SALAS, RUDY",8134.59,3,Support,27317382,NO PAYEE IDENTIFIED,148662031,255857,"SALAS, RUDY",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CO,2016,3448,COPIC INSURANCE,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",12998016,"GARDNER, ROBERT S (BOB)",Candidate,1357298,"GARDNER, ROBERT S.",8128.88,3,Support,27334801,BARLOW ADVERTISING & DESIGN INC,148371315,12998016,"GARDNER, ROBERT S (BOB)",Won-General,S,State Senate,1,Won,O,Open
CO,2016,3448,COPIC INSURANCE,127,"Insurance agencies, brokers & agents",50,Insurance,6,"Finance, Insurance & Real Estate",12998016,"GARDNER, ROBERT S (BOB)",Candidate,1357298,"GARDNER, ROBERT S.",8128.88,3,Support,27334801,BARLOW ADVERTISING & DESIGN INC,148374079,12998016,"GARDNER, ROBERT S (BOB)",Won-General,S,State Senate,1,Won,O,Open
MA,2008,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,13012158,"BELANGER, DOUGLAS A",Candidate,17019745,"BELANGER, DOUGLAS A.",8112.26,3,Support,27330428,SALTUS PRESS,54075861,13012158,"BELANGER, DOUGLAS A",Lost-Primary,S,State Senate,2,Lost,O,Open
MO,2016,7886,MISSOURI HOSPITAL ASSOCIATION,221,Hospitals,66,Hospitals & Nursing Homes,8,Health,19692210,"HILL, JUSTIN",Candidate,2345344,"HILL, JUSTIN",8111.74,3,Support,27317382,NO PAYEE IDENTIFIED,140160609,19692210,"HILL, JUSTIN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2008,3671705,ITS TIME FOR A CHANGE,29,Builders associations,11,General Contractors,2,Construction,13007550,"PARKER, KEVIN C",Candidate,680999,"PARKER, KEVIN",8109.86,3,Support,7957556,DRESNER WICKERS & ASSOCIATES,53977416,13007550,"PARKER, KEVIN C",Won-General,H,State House/Assembly,1,Won,C,Challenger
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,2611281,"ANDERSON, DONALD L",Candidate,24049,"ANDERSON, DON",8108.44,3,Support,27318359,DRESNER WICKERS & ASSOCIATES,53963775,2611281,"ANDERSON, DONALD L",Lost-General,H,State House/Assembly,2,Lost,O,Open
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,3404697,"LAWRENCE, ROBERT I",Candidate,783946,"LAWRENCE, BOB",8108.44,3,Support,27318359,DRESNER WICKERS & ASSOCIATES,53963775,3404697,"LAWRENCE, ROBERT I",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
TX,2014,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",22216266,"OGLE, SKIP",Candidate,10679832,"OGLE, SKIP",8106.72,5,Unknown,27322158,ORRA SGS,77162959,22216266,"OGLE, SKIP",Lost-Primary,H,State House/Assembly,2,Lost,C,Challenger
IL,2018,4441,ILLINOIS REALTORS ASSOCIATION,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2665989,"RITA, ROBERT (BOB)",Candidate,2203072,"RITA, ROBERT A",8105.06,3,Support,43132910,HODAS & ASSOCIATES INC,173704288,2665989,"RITA, ROBERT (BOB)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
