Candidate_id,Candidate_Entity_ID,General_Party_ID,Election_Type,Office_Sought,Broad_Sector,Incumbency_Status,Election_Year,Industry_Spending_Totals,Status_of_Candidate,Status_of_Candidate,Candidate,Election_Status,General_Party,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
160363,6654531,2,1,14998,8,2,2010,67294,1,Won,"LUNGREN, DANIEL E",Won-General,Republican,Standard,US HOUSE DISTRICT CA 003,Incumbent,Health
238344,1262442,1,1,602,6,2,2018,67250,1,Won,"EGGMAN, SUSAN TALAMANTES",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 013,Incumbent,"Finance, Insurance & Real Estate"
103721,6601202,2,1,669,5,2,2004,67211,1,Won,"GARCIA, BONNIE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 080,Incumbent,Energy & Natural Resources
168241,90105,1,1,591,6,1,2014,67200,1,Won,"WOOD, JIM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 002,Open,"Finance, Insurance & Real Estate"
168294,673999,1,1,606,8,1,2014,67200,1,Won,"CHIU, DAVID",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 017,Open,Health
202509,785335,2,1,631,2,2,2016,67200,1,Won,"MAYES, CHAD",Won-General,Republican,Standard,ASSEMBLY DISTRICT 042,Incumbent,Construction
110998,658912,1,1,638,8,1,2006,67172,1,Won,"ENG, MIKE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 049,Open,Health
226786,1560957,2,1,14996,5,2,2018,67157,1,Won,"LAMALFA, DOUG",Won-General,Republican,Standard,US HOUSE DISTRICT CA 001,Incumbent,Energy & Natural Resources
36542,6617398,2,1,676,8,2,2000,67150,2,Lost,"RAINEY, RICHARD K",Lost-General,Republican,Standard,SENATE DISTRICT 007,Incumbent,Health
110978,775712,1,1,617,6,1,2006,67147,1,Won,"CABALLERO, ANNA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 028,Open,"Finance, Insurance & Real Estate"
167935,195374,1,1,9170,8,1,2014,67130,1,Won,"YEE, BETTY T",Won-General,Democratic,Standard,CONTROLLER,Open,Health
103573,2373302,1,1,615,5,2,1998,67082,1,Won,"CARDOZA, DENNIS A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 026,Incumbent,Energy & Natural Resources
111038,13008583,1,1,619,5,2,2006,66985,1,Won,"PARRA, NICOLE M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 030,Incumbent,Energy & Natural Resources
82857,24087,1,1,693,8,2,2002,66967,1,Won,"ROMERO, GLORIA",Won-General,Democratic,Standard,SENATE DISTRICT 024,Incumbent,Health
2600,13008478,2,1,599,5,1,2002,66900,2,Lost,"KRAMER, DAN",Lost-Primary,Republican,Standard,ASSEMBLY DISTRICT 010,Open,Energy & Natural Resources
86183,2481759,2,1,688,6,1,2000,66850,1,Won,"MCCLINTOCK, TOM",Won-General,Republican,Standard,SENATE DISTRICT 019,Open,"Finance, Insurance & Real Estate"
82877,12997063,2,1,673,6,1,2002,66826,1,Won,"AANESTAD, SAMUEL M",Won-General,Republican,Standard,SENATE DISTRICT 004,Open,"Finance, Insurance & Real Estate"
227266,44044396,1,1,15017,8,3,2018,66807,2,Lost,"JANZ, ANDREW",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 022,Challenger,Health
226906,6643414,1,1,15004,5,2,2018,66750,1,Won,"MCNERNEY, JERRY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 009,Incumbent,Energy & Natural Resources
111034,13008677,1,1,635,5,2,2006,66700,1,Won,"NUNEZ, FABIAN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 046,Incumbent,Energy & Natural Resources
167937,23420890,2,1,9170,2,1,2014,66700,2,Lost,"SWEARENGIN, ASHLEY",Lost-General,Republican,Standard,CONTROLLER,Open,Construction
168367,11022784,1,1,630,8,2,2014,66700,1,Won,"HOLDEN, CHRIS",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 041,Incumbent,Health
103701,1645113,2,1,653,2,2,2004,66649,1,Won,"BENOIT, JOHN J",Won-General,Republican,Standard,ASSEMBLY DISTRICT 064,Incumbent,Construction
125798,6485714,1,1,669,6,2,2010,66637,1,Won,"PEREZ, V MANUEL",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 080,Incumbent,"Finance, Insurance & Real Estate"
140629,22511,1,1,15032,8,2,2012,66600,1,Won,"BASS, KAREN",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 037,Incumbent,Health
202197,23420976,2,1,15019,8,1,2016,66600,2,Lost,"FAREED, JUSTIN",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 024,Open,Health
116996,13008536,1,1,610,6,2,2008,66580,1,Won,"RUSKIN, IRA",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 021,Incumbent,"Finance, Insurance & Real Estate"
130802,24686,1,1,676,8,2,2012,66570,1,Won,"DESAULNIER, MARK",Won-General,Democratic,Standard,SENATE DISTRICT 007,Incumbent,Health
116958,24632,1,1,647,8,2,2008,66569,1,Won,"CALDERON, CHARLES M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 058,Incumbent,Health
168280,299294,1,1,603,5,2,2014,66550,1,Won,"BONILLA, SUSAN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 014,Incumbent,Energy & Natural Resources
86225,1167477,1,1,9482,8,1,2002,66533,1,Won,"MIGDEN, CAROLE V",Won-General,Democratic,Standard,EQUALIZATION BOARD DISTRICT 001,Open,Health
202184,13008587,2,1,15016,2,2,2016,66525,1,Won,"VALADAO, DAVID G",Won-General,Republican,Standard,US HOUSE DISTRICT CA 021,Incumbent,Construction
14815,13008815,2,1,704,6,1,2004,66520,2,Lost,"MADDOX, KEN",Lost-Primary,Republican,Standard,SENATE DISTRICT 035,Open,"Finance, Insurance & Real Estate"
130805,1262346,1,1,696,8,2,2012,66519,1,Won,"PAVLEY, FRAN",Won-General,Democratic,Standard,SENATE DISTRICT 027,Incumbent,Health
238600,12996637,3,1,9172,2,1,2018,66475,2,Lost,"POIZNER, STEPHEN (STEVE)",Lost-General,Third-Party,Standard,INSURANCE COMMISSIONER,Open,Construction
168224,1322026,1,1,699,8,2,2014,66450,1,Won,"MITCHELL, HOLLY J",Won-General,Democratic,Standard,SENATE DISTRICT 030,Incumbent,Health
167953,1418483,4,1,9176,2,2,2014,66442,1,Won,"TORLAKSON, TOM",Won-General,Nonpartisan,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Construction
202358,39707348,1,1,696,5,1,2016,66375,1,Won,"STERN, HENRY",Won-General,Democratic,Standard,SENATE DISTRICT 027,Open,Energy & Natural Resources
125815,13008469,1,1,9172,2,1,2010,66365,1,Won,"JONES, DAVE",Won-General,Democratic,Standard,INSURANCE COMMISSIONER,Open,Construction
141003,12450156,1,1,15035,8,2,2012,66250,1,Won,"ROYBAL-ALLARD, LUCILLE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 040,Incumbent,Health
168209,23421111,1,1,695,8,1,2014,66250,1,Won,"ALLEN, BEN",Won-General,Democratic,Standard,SENATE DISTRICT 026,Open,Health
103528,2020041,1,1,10132,6,2,1998,66247,1,Won,"KLEHS, JOHAN",Won-General,Democratic,Standard,BOARD OF EDUCATION DISTRICT 001,Incumbent,"Finance, Insurance & Real Estate"
21980,2018606,1,1,709,6,1,2010,66233,2,Lost,"SALAS, MARY",Lost-Primary,Democratic,Standard,SENATE DISTRICT 040,Open,"Finance, Insurance & Real Estate"
15190,2540679,1,1,701,6,1,2006,66224,2,Lost,"BACA JR, JOE",Lost-Primary,Democratic,Standard,SENATE DISTRICT 032,Open,"Finance, Insurance & Real Estate"
103727,2577713,1,1,640,8,2,2004,66200,1,Won,"HORTON, JEROME E",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 051,Incumbent,Health
125827,13008587,2,1,619,6,1,2010,66183,1,Won,"VALADAO, DAVID G",Won-General,Republican,Standard,ASSEMBLY DISTRICT 030,Open,"Finance, Insurance & Real Estate"
117125,6669279,2,1,619,6,1,2008,66175,1,Won,"GILMORE, DANNY D",Won-General,Republican,Standard,ASSEMBLY DISTRICT 030,Open,"Finance, Insurance & Real Estate"
202345,11023296,2,1,690,5,1,2016,66149,1,Won,"WILK, SCOTT",Won-General,Republican,Standard,SENATE DISTRICT 021,Open,Energy & Natural Resources
168300,196435,1,1,609,5,2,2014,66128,1,Won,"QUIRK, BILL",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 020,Incumbent,Energy & Natural Resources
202237,6485739,1,1,15030,6,2,2016,66100,1,Won,"TORRES, NORMA J",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 035,Incumbent,"Finance, Insurance & Real Estate"
86155,6398633,1,1,632,8,1,2000,66095,1,Won,"FROMMER, DARIO",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 043,Open,Health
30102,2214700,2,1,9172,8,1,2002,66001,2,Lost,"MENDOZA, GARY",Lost-General,Republican,Standard,INSURANCE COMMISSIONER,Open,Health
103715,669601,2,1,659,6,1,2004,65962,1,Won,"DEVORE, CHUCK",Won-General,Republican,Standard,ASSEMBLY DISTRICT 070,Open,"Finance, Insurance & Real Estate"
82847,2585520,1,1,620,5,2,2002,65850,1,Won,"REYES, SARAH",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 031,Incumbent,Energy & Natural Resources
168125,390709,2,1,15034,2,2,2014,65800,1,Won,"ROYCE SR, EDWARD D",Won-General,Republican,Standard,US HOUSE DISTRICT CA 039,Incumbent,Construction
238713,44493971,2,1,655,6,3,2018,65765,2,Lost,"SCOTTO, FRANK A",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 066,Challenger,"Finance, Insurance & Real Estate"
117000,6398538,1,1,680,5,2,2008,65733,1,Won,"SIMITIAN, S JOSEPH",Won-General,Democratic,Standard,SENATE DISTRICT 011,Incumbent,Energy & Natural Resources
117134,22108,1,1,690,6,1,2008,65650,1,Won,"LIU, CAROL J",Won-General,Democratic,Standard,SENATE DISTRICT 021,Open,"Finance, Insurance & Real Estate"
160274,15203357,1,1,15024,8,2,2010,65550,1,Won,"SCHIFF, ADAM B",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 029,Incumbent,Health
141953,6654531,2,1,15002,8,2,2012,65545,2,Lost,"LUNGREN, DANIEL E",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 007,Incumbent,Health
238658,1516357,2,1,612,8,2,2018,65530,1,Won,"PATTERSON, JIM",Won-General,Republican,Standard,ASSEMBLY DISTRICT 023,Incumbent,Health
117132,13008765,2,1,698,8,1,2008,65471,1,Won,"HUFF, ROBERT (BOB)",Won-General,Republican,Standard,SENATE DISTRICT 029,Open,Health
221640,13008707,1,3,15029,8,1,2017,65400,1,Won,"GOMEZ, JIMMY",Won-General,Democratic,Special,US HOUSE DISTRICT CA 034,Open,Health
167975,2481759,2,1,14999,5,2,2014,65310,1,Won,"MCCLINTOCK, TOM",Won-General,Republican,Standard,US HOUSE DISTRICT CA 004,Incumbent,Energy & Natural Resources
116960,6553062,2,1,654,6,2,2008,65300,1,Won,"COOK, PAUL",Won-General,Republican,Standard,ASSEMBLY DISTRICT 065,Incumbent,"Finance, Insurance & Real Estate"
125792,6485739,1,1,650,8,2,2010,65300,1,Won,"TORRES, NORMA J",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 061,Incumbent,Health
117145,1418483,1,1,600,6,1,2008,65250,1,Won,"TORLAKSON, TOM",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 011,Open,"Finance, Insurance & Real Estate"
140974,13008587,2,1,15016,5,1,2012,65250,1,Won,"VALADAO, DAVID G",Won-General,Republican,Standard,US HOUSE DISTRICT CA 021,Open,Energy & Natural Resources
168390,18912284,1,1,641,6,2,2014,65250,1,Won,"RODRIGUEZ, FREDDIE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 052,Incumbent,"Finance, Insurance & Real Estate"
130826,774880,1,1,642,2,2,2012,65205,1,Won,"PEREZ, JOHN A",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 053,Incumbent,Construction
113221,258108,2,1,621,6,1,2006,65200,1,Won,"FULLER, JEAN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 032,Open,"Finance, Insurance & Real Estate"
202477,13479345,2,1,622,5,2,2016,65200,1,Won,"OBERNOLTE, JAY P",Won-General,Republican,Standard,ASSEMBLY DISTRICT 033,Incumbent,Energy & Natural Resources
103778,2230653,1,1,597,8,2,2004,65190,1,Won,"WOLK, LOIS",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 008,Incumbent,Health
111044,6398707,1,1,695,8,1,2006,65103,1,Won,"RIDLEY-THOMAS, MARK",Won-General,Democratic,Standard,SENATE DISTRICT 026,Open,Health
103696,180844,1,1,682,8,1,2004,65050,1,Won,"ALQUIST, ELAINE",Won-General,Democratic,Standard,SENATE DISTRICT 013,Open,Health
110986,6553062,2,1,654,6,1,2006,64998,1,Won,"COOK, PAUL",Won-General,Republican,Standard,ASSEMBLY DISTRICT 065,Open,"Finance, Insurance & Real Estate"
168292,16635303,2,1,605,6,1,2014,64944,1,Won,"BAKER, CATHARINE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 016,Open,"Finance, Insurance & Real Estate"
103514,728939,1,1,9174,5,2,1998,64875,1,Won,"ANGELIDES, PHIL",Won-General,Democratic,Standard,TREASURER,Incumbent,Energy & Natural Resources
110970,22511,1,1,636,8,2,2006,64825,1,Won,"BASS, KAREN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 047,Incumbent,Health
238648,44493906,2,1,685,8,1,2018,64825,1,Won,"GROVE, SHANNON",Won-General,Republican,Standard,SENATE DISTRICT 016,Open,Health
202557,386803,1,1,650,6,2,2016,64800,1,Won,"MEDINA, JOSE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 061,Incumbent,"Finance, Insurance & Real Estate"
116975,13008426,2,1,593,8,2,2008,64750,1,Won,"GAINES, TED",Won-General,Republican,Standard,ASSEMBLY DISTRICT 004,Incumbent,Health
160415,1874435,2,1,15043,8,2,2010,64750,1,Won,"CAMPBELL, JOHN",Won-General,Republican,Standard,US HOUSE DISTRICT CA 048,Incumbent,Health
238675,13479345,2,1,622,8,2,2018,64750,1,Won,"OBERNOLTE, JAY P",Won-General,Republican,Standard,ASSEMBLY DISTRICT 033,Incumbent,Health
160156,2378663,2,1,15039,5,2,2010,64710,1,Won,"CALVERT, KEN",Won-General,Republican,Standard,US HOUSE DISTRICT CA 044,Incumbent,Energy & Natural Resources
110974,12388609,2,1,614,6,1,2006,64700,1,Won,"BERRYHILL, TOM C",Won-General,Republican,Standard,ASSEMBLY DISTRICT 025,Open,"Finance, Insurance & Real Estate"
238475,18912284,1,1,641,5,2,2018,64700,1,Won,"RODRIGUEZ, FREDDIE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 052,Incumbent,Energy & Natural Resources
82873,196278,1,1,628,6,1,2002,64650,1,Won,"MONTANEZ, CINDY",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 039,Open,"Finance, Insurance & Real Estate"
111057,13008821,2,1,657,8,2,2006,64650,1,Won,"TRAN, VAN",Won-General,Republican,Standard,ASSEMBLY DISTRICT 068,Incumbent,Health
103570,13008499,2,1,604,6,2,1998,64599,1,Won,"LEACH, LYNNE C",Won-General,Republican,Standard,ASSEMBLY DISTRICT 015,Incumbent,"Finance, Insurance & Real Estate"
103535,6413709,1,1,629,5,2,1998,64557,1,Won,"HERTZBERG, ROBERT (BOB)",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 040,Incumbent,Energy & Natural Resources
167928,6398629,1,1,9171,6,1,2014,64550,2,Lost,"YEE, LELAND Y",Lost-Top Two Primary,Democratic,Standard,SECRETARY OF STATE,Open,"Finance, Insurance & Real Estate"
202556,11023315,2,1,649,5,2,2016,64550,2,Lost,"LINDER, ERIC",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 060,Incumbent,Energy & Natural Resources
202134,17658638,1,1,15001,5,2,2016,64450,1,Won,"MATSUI, DORIS",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 006,Incumbent,Energy & Natural Resources
238675,13479345,2,1,622,5,2,2018,64450,1,Won,"OBERNOLTE, JAY P",Won-General,Republican,Standard,ASSEMBLY DISTRICT 033,Incumbent,Energy & Natural Resources
160150,1256503,1,1,15031,4,2,2010,64400,1,Won,"HARMAN, JANE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 036,Incumbent,Defense
167998,16191597,1,1,15005,6,3,2014,64400,2,Lost,"EGGMAN, MICHAEL R",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 010,Challenger,"Finance, Insurance & Real Estate"
238625,13008441,2,1,594,5,2,2018,64400,1,Won,"BIGELOW, FRANK",Won-General,Republican,Standard,ASSEMBLY DISTRICT 005,Incumbent,Energy & Natural Resources
103742,28456,2,1,684,2,1,2004,64395,1,Won,"MALDONADO, ABEL",Won-General,Republican,Standard,SENATE DISTRICT 015,Open,Construction
116992,649830,2,1,594,8,2,2008,64360,1,Won,"NIELLO, ROGER",Won-General,Republican,Standard,ASSEMBLY DISTRICT 005,Incumbent,Health
49712,2474798,2,1,624,6,1,1998,64344,2,Lost,"MITCHUM, CHRISTOPHER",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 035,Open,"Finance, Insurance & Real Estate"
168326,595416,1,1,617,8,1,2014,64338,1,Won,"LOW, EVAN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 028,Open,Health
116950,493316,2,1,666,8,2,2008,64309,1,Won,"ANDERSON, JOEL",Won-General,Republican,Standard,ASSEMBLY DISTRICT 077,Incumbent,Health
111494,6398747,1,1,703,8,1,2006,64300,1,Won,"CORREA, LOU",Won-General,Democratic,Standard,SENATE DISTRICT 034,Open,Health
18351,13008638,1,1,629,6,1,2008,64253,2,Lost,"WALDMAN, STUART",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 040,Open,"Finance, Insurance & Real Estate"
110979,24632,1,1,647,8,1,2006,64250,1,Won,"CALDERON, CHARLES M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 058,Open,Health
238501,386803,1,1,650,8,2,2018,64250,1,Won,"MEDINA, JOSE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 061,Incumbent,Health
103769,13008623,2,1,626,8,1,2004,64233,1,Won,"STRICKLAND, AUDRA",Won-General,Republican,Standard,ASSEMBLY DISTRICT 037,Open,Health
168224,1322026,1,1,699,6,2,2014,64200,1,Won,"MITCHELL, HOLLY J",Won-General,Democratic,Standard,SENATE DISTRICT 030,Incumbent,"Finance, Insurance & Real Estate"
202264,22070,1,1,15039,5,1,2016,64200,2,Lost,"HALL III, ISADORE",Lost-General,Democratic,Standard,US HOUSE DISTRICT CA 044,Open,Energy & Natural Resources
168454,400355,2,1,664,6,2,2014,64100,1,Won,"WALDRON, MARIE",Won-General,Republican,Standard,ASSEMBLY DISTRICT 075,Incumbent,"Finance, Insurance & Real Estate"
111015,13008469,1,1,598,8,2,2006,64072,1,Won,"JONES, DAVE",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 009,Incumbent,Health
116971,24705,1,1,596,6,2,2008,64025,1,Won,"EVANS, NOREEN M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 007,Incumbent,"Finance, Insurance & Real Estate"
168144,793908,1,1,15041,4,2,2014,64000,1,Won,"SANCHEZ, LORETTA L",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 046,Incumbent,Defense
168382,13008693,1,1,637,5,2,2014,64000,1,Won,"HERNANDEZ, ROGER",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 048,Incumbent,Energy & Natural Resources
168366,15368808,2,1,629,6,1,2014,63950,1,Won,"STEINORTH, MARC",Won-General,Republican,Standard,ASSEMBLY DISTRICT 040,Open,"Finance, Insurance & Real Estate"
238726,15203503,2,1,663,6,2,2018,63950,2,Lost,"HARPER, MATT",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 074,Incumbent,"Finance, Insurance & Real Estate"
86185,1167477,1,1,602,5,2,2000,63910,1,Won,"MIGDEN, CAROLE V",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 013,Incumbent,Energy & Natural Resources
125828,13008592,2,1,621,6,1,2010,63900,1,Won,"GROVE, SHANNON L",Won-General,Republican,Standard,ASSEMBLY DISTRICT 032,Open,"Finance, Insurance & Real Estate"
168378,11022792,1,1,635,6,2,2014,63850,1,Won,"NAZARIAN, ADRIN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 046,Incumbent,"Finance, Insurance & Real Estate"
238658,1516357,2,1,612,6,2,2018,63850,1,Won,"PATTERSON, JIM",Won-General,Republican,Standard,ASSEMBLY DISTRICT 023,Incumbent,"Finance, Insurance & Real Estate"
116994,13008706,1,1,640,8,2,2008,63846,1,Won,"PRICE JR, CURREN D",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 051,Incumbent,Health
223785,1403023,1,1,9174,2,1,2018,63794,1,Won,"MA, FIONA",Won-General,Democratic,Standard,TREASURER,Open,Construction
140624,15203357,1,1,15023,8,2,2012,63750,1,Won,"SCHIFF, ADAM B",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 028,Incumbent,Health
167927,6468901,1,1,9171,2,1,2014,63750,1,Won,"PADILLA, ALEX",Won-General,Democratic,Standard,SECRETARY OF STATE,Open,Construction
202542,173676,1,1,643,5,2,2016,63750,1,Won,"RIDLEY-THOMAS, SEBASTIAN M",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 054,Incumbent,Energy & Natural Resources
15209,6379495,1,1,9170,2,1,2006,63700,2,Lost,"DUNN, JOSEPH LAWRENCE",Lost-Primary,Democratic,Standard,CONTROLLER,Open,Construction
125841,783014,2,1,657,6,1,2010,63642,1,Won,"MANSOOR, ALLAN R",Won-General,Republican,Standard,ASSEMBLY DISTRICT 068,Open,"Finance, Insurance & Real Estate"
168164,784754,2,1,15047,5,3,2014,63600,2,Lost,"DEMAIO, CARL",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 052,Challenger,Energy & Natural Resources
202402,717012,1,1,597,8,2,2016,63600,1,Won,"COOLEY, KEN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 008,Incumbent,Health
111022,13010148,2,1,9483,6,2,2006,63569,1,Won,"LEONARD, BILL",Won-General,Republican,Standard,EQUALIZATION BOARD DISTRICT 002,Incumbent,"Finance, Insurance & Real Estate"
130839,13008592,2,1,623,6,2,2012,63550,1,Won,"GROVE, SHANNON L",Won-General,Republican,Standard,ASSEMBLY DISTRICT 034,Incumbent,"Finance, Insurance & Real Estate"
226792,17657748,1,1,15026,5,2,2018,63538,1,Won,"AGUILAR, PETE",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 031,Incumbent,Energy & Natural Resources
130810,13008401,1,1,591,5,2,2012,63512,1,Won,"CHESBRO, WESLEY",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 002,Incumbent,Energy & Natural Resources
110973,13008399,1,1,590,8,2,2006,63500,1,Won,"BERG, PATTY",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 001,Incumbent,Health
141881,16566899,2,1,15047,2,2,2012,63500,2,Lost,"BILBRAY, BRIAN P",Lost-General,Republican,Standard,US HOUSE DISTRICT CA 052,Incumbent,Construction
141956,793908,1,1,15041,4,2,2012,63500,1,Won,"SANCHEZ, LORETTA L",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 046,Incumbent,Defense
160345,17657762,1,1,15034,6,2,2010,63500,1,Won,"SANCHEZ, LINDA T",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 039,Incumbent,"Finance, Insurance & Real Estate"
116995,32193,2,1,686,5,2,2008,63422,1,Won,"RUNNER, GEORGE C",Won-General,Republican,Standard,SENATE DISTRICT 017,Incumbent,Energy & Natural Resources
167993,6643414,1,1,15004,8,2,2014,63400,1,Won,"MCNERNEY, JERRY",Won-General,Democratic,Standard,US HOUSE DISTRICT CA 009,Incumbent,Health
202504,11022784,1,1,630,8,2,2016,63400,1,Won,"HOLDEN, CHRIS",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 041,Incumbent,Health
86213,622640,1,1,668,6,1,2000,63399,1,Won,"VARGAS, JUAN",Won-General,Democratic,Standard,ASSEMBLY DISTRICT 079,Open,"Finance, Insurance & Real Estate"
82878,41481,2,1,625,8,1,2002,63374,1,Won,"RUNNER, SHARON",Won-General,Republican,Standard,ASSEMBLY DISTRICT 036,Open,Health
168451,212190,2,1,663,6,1,2014,63372,2,Lost,"CURRY, KEITH DAVIS",Lost-General,Republican,Standard,ASSEMBLY DISTRICT 074,Open,"Finance, Insurance & Real Estate"
2584,714768,1,1,603,6,1,2002,63350,2,Lost,"RAMSEY, CHARLES",Lost-Primary,Democratic,Standard,ASSEMBLY DISTRICT 014,Open,"Finance, Insurance & Real Estate"
117001,13008630,2,1,627,8,2,2008,63300,1,Won,"SMYTH, CAMERON M",Won-General,Republican,Standard,ASSEMBLY DISTRICT 038,Incumbent,Health
